Area,Fieldtrip code,Sample code,Date,Location,Management,Bait type,Time in,Depth(m),Current,Wind dir.,Cloud (%),Rain (Y/N),Lat. (X),Long. (Y),Orientation,Time (mins),Period,Period time (mins),Time on seafloor,Video duration,Water temperature,Visibility,Bottom type,% water column,% obstruction,Family,Genus,Species,Genus species ,MaxN,Has fed,Comment
Praia do Tofo,19-05_TOFO,19-05_TOF_099,5/17/2019,Zavora,NR,Mackerel,7:29,16,NR,NR,NR,NR,-24.47698,35.24337,Up,,,,,60,NR,9850.456,Reef high,95,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_100,5/17/2019,Zavora,NR,Mackerel,7:34,15,NR,NR,NR,NR,-24.47514,35.24479,Level,,,,,60,NR,NR,Reef high,30,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_101,5/17/2019,Zavora,NR,Mackerel,9:05,19,NR,NR,NR,NR,-24.45005,35.2659,up,,,,,60,NR,NR,Reef high,100,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_102,5/17/2019,Zavora,NR,Mackerel,9:11,22.5,NR,NR,NR,NR,-24.4475,35.26778,Level,,,,,60,NR,6078.423,Sand,65,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_103,5/17/2019,Zavora,NR,Mackerel,9:17,20,NR,NR,NR,NR,-24.44405,35.27015,Level,,,,,60,NR,3274.357,Reef high,43,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_104,5/17/2019,Zavora,NR,Mackerel,9:22,24.3,NR,NR,NR,NR,-24.4413,35.27214,Level,,,,,60,NR,4622.404,Sand inundated reef,45,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_105,5/17/2019,Zavora,NR,Mackerel,9:28,11.5,NR,NR,NR,NR,-24.44071,35.26875,Level,,,,,60,NR,8694.769,Reef high,21,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_106,5/17/2019,Zavora,NR,Mackerel,10:48,23.2,NR,NR,NR,NR,-24.41586,35.28498,Level,,,,,60,NR,2876.834,Sand,60,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_107,5/17/2019,Zavora,NR,Mackerel,10:56,27,NR,NR,NR,NR,-24.41299,35.28491,Level,15.3206,Analysis,13.937,1.2,60,NR,5370.801,Patch-reef low,52,0,Rhinobatidae,Acroteriobatus,leucospilus,Acroteriobatus leucospilus,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_108,5/17/2019,Zavora,NR,Mackerel,10:57,23,NR,NR,NR,NR,-24.41192,35.28738,Level,51.9842,Analysis,50.1451,1.5,60,NR,2709.274,Sand,57,0,Rhinidae,Rhynchobatus,djiddensis,Rhynchobatus djiddensis,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_108,5/17/2019,Zavora,NR,Mackerel,10:57,23,NR,NR,NR,NR,-24.41192,35.28738,Level,20.2288,Analysis,18.3898,1.5,60,NR,2709.274,Sand,57,0,Rhinobatidae,Acroteriobatus,leucospilus,Acroteriobatus leucospilus,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_109,5/17/2019,Zavora,NR,Mackerel,11:01,22,NR,NR,NR,NR,-24.40929,35.28693,Level,,,,,60,NR,3371.375,Sand,59,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_110,5/17/2019,Zavora,NR,Mackerel,11:05,22.6,NR,NR,NR,NR,-24.40839,35.28969,Level,,,,,60,NR,NR,Sand inundated reef,50,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_111,5/17/2019,Zavora,NR,Mackerel,12:37,11,NR,NR,NR,NR,-24.37568,35.3078,Level,,,,,60,NR,NR,Sand,54,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_112,5/17/2019,Zavora,NR,Mackerel,12:43,8.8,NR,NR,NR,NR,-24.37745,35.30539,Level,,,,,60,NR,2310.152,Sand,53,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_113,5/17/2019,Zavora,NR,Mackerel,12:48,13,NR,NR,NR,NR,-24.37993,35.30491,Level,,,,,60,NR,2932.919,Sand,59,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_114,5/17/2019,Zavora,NR,Mackerel,12:54,20,NR,NR,NR,NR,-24.38176,35.30667,Level,,,,,60,NR,4975.254,Sand,57,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_115,5/17/2019,Zavora,NR,Mackerel,12:59,23.5,NR,NR,NR,NR,-24.38538,35.30528,Level,11.5151,Analysis,9.5929,1.6,60,NR,2271.316,Sand,59,0,Sphyrnidae,Sphyrna,lewini,Sphyrna lewini,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_116,5/17/2019,Zavora,NR,Mackerel,14:57,20,NR,NR,NR,NR,-24.50698,35.22091,Level,,,,,60,NR,4128.961,Patch-reef low,60,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_117,5/17/2019,Zavora,NR,Mackerel,15:04,22,NR,NR,NR,NR,-24.51205,35.21933,Level,,,,,60,NR,5601.283,Sand,71,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_118,5/17/2019,Zavora,NR,Mackerel,15:11,24,NR,NR,NR,NR,-24.51208,35.21743,Level,,,,,60,NR,3096.724,Sand,55,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_119,5/17/2019,Zavora,NR,Mackerel,15:18,24,NR,NR,NR,NR,-24.51517,35.21516,Level,,,,,60,NR,2395.592,Patch-reef high,81,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_120,5/17/2019,Zavora,NR,Mackerel,15:23,16,NR,NR,NR,NR,-24.51589,35.21196,up,,,,,60,NR,NR,Reef high,100,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_121,5/18/2019,Zavora,NR,Mackerel,9:36,26.6,0.5,E,10,N,-24.5986,35.14196,Level,,,,,60,NR,1200.354,Sand,0,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_122,5/18/2019,Zavora,NR,Mackerel,9:42,26,0.5,E,10,N,-24.59991,35.13963,Level,,,,,60,NR,1480.556,Sand,90,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_123,5/18/2019,Zavora,NR,Mackerel,9:47,24.6,0.5,E,10,N,-24.60108,35.13718,Level,10.5169,Analysis,9.0471,1.3,60,NR,894.457,Sand,58,0,Rhinobatidae,Rhinobatid,sp.,Rhinobatid sp.,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_124,5/18/2019,Zavora,NR,Mackerel,9:53,22,0.5,E,10,N,-24.60235,35.13417,Level,,,,,60,NR,1050.561,Sand,70,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_125,5/18/2019,Zavora,NR,Mackerel,9:58,23,0.5,E,10,N,-24.60453,35.13185,Level,,,,,60,NR,NR,Sand,61,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_126,5/18/2019,Zavora,NR,Mackerel,11:30,15.3,0.5,E,10,N,-24.58096,35.15578,Level,,,,,60,NR,NR,Reef high,99,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_127,5/18/2019,Zavora,NR,Mackerel,11:37,21,0.5,E,10,N,-24.58134,35.15885,Level,26.683,Analysis,24.5604,2.1,60,NR,1576.527,Sand,80,0,Rhinidae,Rhynchobatus,djiddensis,Rhynchobatus djiddensis,1,No,
Praia do Tofo,19-05_TOFO,19-05_TOF_128,5/18/2019,Zavora,NR,Mackerel,11:44,13,0.5,E,10,N,-24.57722,35.15918,Level,,,,,60,NR,1987.065,Sand,68,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_129,5/18/2019,Zavora,NR,Mackerel,11:50,15,0.5,E,10,N,-24.57528,35.16044,Level,,,,,60,NR,1125.022,Sand,90,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_130,5/18/2019,Zavora,NR,Mackerel,11:54,18,0.5,E,10,N,-24.57244,35.16268,Level,,,,,60,NR,1320,Sand,90,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_131,5/18/2019,Zavora,NR,Mackerel,13:22,24,0.5,E,10,N,-24.55319,35.18232,Level,,,,,60,NR,1369.021,Sand,90,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_132,5/18/2019,Zavora,NR,Mackerel,13:27,21,0.5,E,10,N,-24.55065,35.18258,Level,,,,,60,NR,1295.2,Sand,68,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_133,5/18/2019,Zavora,NR,Mackerel,13:32,23,0.5,E,10,N,-24.54965,35.18589,Level,,,,,60,NR,1897.256,Sand,55,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_134,5/18/2019,Zavora,NR,Mackerel,13:37,22.6,0.5,E,10,N,-24.54702,35.18565,Level,,,,,60,NR,1789.012,Sand,53,0,,,, ,,,
Praia do Tofo,19-05_TOFO,19-05_TOF_135,5/18/2019,Zavora,NR,Mackerel,13:42,22.7,0.5,E,10,N,-24.54654,35.18913,Level,29.6477,Analysis,27.9613,1.4,60,NR,NR,Sand,55,0,Rhinidae,Rhynchobatus,djiddensis,Rhynchobatus djiddensis,1,No,
POPMR,19-02_Ponta,19-02_Ponta_001,1/23/2019,North of Ponta Mucombo,Multi use area,Mackerel,7:57,14.2,NR,NR,30,N,-26.25069,32.94361,NR,,,,,60,NR,NR,Sand,60,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_002,1/23/2019,North of Ponta Mucombo,Multi use area,Mackerel,8:05,15,NR,NR,30,N,-26.24829,32.94408,NR,,,,,60,NR,7611.967,Sand,50,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_003,1/23/2019,North of Ponta Mucombo,Multi use area,Mackerel,8:15,21.6,NR,NR,30,N,-26.24731,32.9488,NR,,,,,60,NR,5925.187,Sand,55,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_004,1/23/2019,North of Ponta Mucombo,Multi use area,Mackerel,8:23,25,NR,NR,30,N,-26.24493,32.95043,NR,,,,,60,NR,5171.957,Sand,47,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_005,1/23/2019,North of Ponta Mucombo,Multi use area,Mackerel,8:32,23,NR,NR,30,N,-26.24113,32.94959,NR,43.468,Analysis,42.309,1.1,60,NR,5447.654,Sand,60,0,Dasyatidae,Himantura,uarnak,Himantura uarnak,1,No,
POPMR,19-02_Ponta,19-02_Ponta_005,1/23/2019,North of Ponta Mucombo,Multi use area,Mackerel,8:32,23,NR,NR,30,N,-26.24113,32.94959,NR,47.0577,Analysis,45.8987,1.1,60,NR,5447.654,Sand,60,0,Rhinidae,Rhynchobatus,djiddensis,Rhynchobatus djiddensis,1,No,
POPMR,19-02_Ponta,19-02_Ponta_006,1/23/2019,North of Ponta Mucombo,Multi use area,Mackerel,9:55,16,NR,NR,30,N,-26.21204,32.94934,NR,30.518,Analysis,29.1123,1.2,60,NR,6514.526,Sand,55,0,Rhinidae,Rhynchobatus,djiddensis,Rhynchobatus djiddensis,1,No,
POPMR,19-02_Ponta,19-02_Ponta_007,1/23/2019,North of Ponta Mucombo,Multi use area,Mackerel,10:00,11.5,NR,NR,30,N,-26.20981,32.9486,NR,31.1463,Analysis,29.511,1.4,60,NR,7851.745,Sand,53,0,Rhinidae,Rhynchobatus,djiddensis,Rhynchobatus djiddensis,1,No,
POPMR,19-02_Ponta,19-02_Ponta_008,1/23/2019,North of Ponta Mucombo,Multi use area,Mackerel,10:14,12,NR,NR,30,N,-26.20548,32.94979,NR,51.2953,Analysis,49.864,1.3,60,NR,7390.328,Sand,43,0,Dasyatidae,Pateobatis,jenkinsii,Pateobatis jenkinsii,1,No,
POPMR,19-02_Ponta,19-02_Ponta_009,1/23/2019,North of Ponta Mucombo,Multi use area,Mackerel,10:19,9.5,NR,NR,30,N,-26.20154,32.94987,NR,,,,,60,NR,2963.747,Sand inundated reef,61,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_010,1/23/2019,North of Ponta Mucombo,Multi use area,Mackerel,10:26,18.9,NR,NR,30,N,-26.20088,32.95304,NR,,,,,60,NR,2688.888,Sand,55,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_011,1/23/2019,North of Ponta Mucombo,Multi use area,Mackerel,12:13,18.4,NR,NR,30,N,-26.17251,32.95551,NR,12.5,Analysis,11.287,1.1,60,NR,NR,Sand,60,0,Rhinidae,Rhynchobatus,djiddensis,Rhynchobatus djiddensis,1,No,Rcam zoomed in cant measure (Vis excellent)
POPMR,19-02_Ponta,19-02_Ponta_012,1/23/2019,North of Ponta Mucombo,Multi use area,Mackerel,12:20,14,NR,NR,30,N,-26.1692,32.95432,NR,24.938,Analysis,22.4027,2.3,60,NR,7246.554,Sand,42,0,Dasyatidae,Himantura,uarnak,Himantura uarnak,1,No,
POPMR,19-02_Ponta,19-02_Ponta_013,1/23/2019,North of Ponta Mucombo,Multi use area,Mackerel,12:25,12.2,NR,NR,30,N,-26.1659,32.95392,NR,,,,,60,NR,5311.366,Sand,43,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_014,1/23/2019,North of Ponta Mucombo,Multi use area,Mackerel,12:31,10.5,NR,NR,30,N,-26.16369,32.95644,NR,,,,,60,NR,6831.358,Sand,45,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_015,1/23/2019,North of Ponta Mucombo,Multi use area,Mackerel,12:38,22.7,NR,NR,30,N,-26.16069,32.9597,NR,,,,,60,NR,4010.13,Sand,56,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_016,1/23/2019,North of Ponta Mucombo,Multi use area,Mackerel,14:24,22.2,NR,NR,30,N,-26.14417,32.96,NR,9.4327,Analysis,8.426,1,60,NR,8980.784,Sand,49,0,Rhinidae,Rhynchobatus,djiddensis,Rhynchobatus djiddensis,1,No,
POPMR,19-02_Ponta,19-02_Ponta_017,1/23/2019,North of Ponta Mucombo,Multi use area,Mackerel,14:30,19.5,NR,NR,30,N,-26.14084,32.95884,NR,13.0767,Analysis,11.996,1,60,NR,9175.773,Sand,61,0,Rhinidae,Rhynchobatus,djiddensis,Rhynchobatus djiddensis,1,No,
POPMR,19-02_Ponta,19-02_Ponta_018,1/23/2019,North of Ponta Mucombo,Multi use area,Mackerel,14:35,13.3,NR,NR,30,N,-26.13178,32.95686,NR,,,,,60,NR,5530.021,Sand,46,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_019,1/23/2019,North of Ponta Mucombo,Multi use area,Mackerel,14:42,11.9,NR,NR,30,N,-26.13413,32.95744,NR,,,,,60,NR,5083.193,Sand,18,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_020,1/23/2019,North of Ponta Mucombo,Multi use area,Mackerel,14:48,15.5,NR,NR,30,N,-26.13078,32.9571,NR,14.9277,Analysis,14.0273,0.5,60,NR,NR,Sand,56,0,Rhinidae,Rhynchobatus,djiddensis,Rhynchobatus djiddensis,1,No,Rcam zoomed in cant measure (Vis excellent)
POPMR,19-02_Ponta,19-02_Ponta_021,1/24/2019,Inhaca Island,Sanctuary zone,Mackerel,6:28,12.6,NR,NR,30,N,-26.06626,32.97087,NR,36.1083,Analysis,35.4947,0.4,60,NR,NR,Sand,60,0,Rhinidae,Rhynchobatus,djiddensis,Rhynchobatus djiddensis,1,No,Rcam zoomed in cant measure (Vis excellent)
POPMR,19-02_Ponta,19-02_Ponta_022,1/24/2019,Inhaca Island,Sanctuary zone,Mackerel,6:36,11.7,NR,NR,30,N,-26.06269,32.97085,NR,,,,,60,NR,NR,Sand,48,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_023,1/24/2019,Inhaca Island,Sanctuary zone,Mackerel,6:44,15.2,NR,NR,30,N,-26.05959,32.97353,NR,,,,,60,NR,8020.77,Sand,52,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_024,1/24/2019,Inhaca Island,Sanctuary zone,Mackerel,6:51,18.6,NR,NR,30,N,-26.05621,32.97775,NR,29.4767,Analysis,28.0077,1.3,60,NR,6169.159,Sand,50,0,Rhinidae,Rhynchobatus,djiddensis,Rhynchobatus djiddensis,1,No,
POPMR,19-02_Ponta,19-02_Ponta_025,1/24/2019,Inhaca Island,Sanctuary zone,Mackerel,6:58,25.7,NR,NR,30,N,-26.05454,32.98405,NR,,,,,59,NR,3974.898,Sand,11,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_026,1/24/2019,Inhaca Island,Sanctuary zone,Mackerel,8:35,12.5,NR,NR,30,N,-26.02483,32.97557,NR,,,,,60,NR,3973.203,Sand,43,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_027,1/24/2019,Inhaca Island,Sanctuary zone,Mackerel,8:41,12.7,NR,NR,30,N,-26.02143,32.97647,NR,,,,,60,NR,2092.665,Sand,59,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_028,1/24/2019,Inhaca Island,Sanctuary zone,Mackerel,8:47,19.4,NR,NR,30,N,-26.01948,32.97985,NR,,,,,60,NR,2491.557,Sand,52,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_029,1/24/2019,Inhaca Island,Sanctuary zone,Mackerel,8:54,22.4,NR,NR,30,N,-26.01717,32.98301,NR,,,,,60,NR,NR,Sand,50,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_030,1/24/2019,Inhaca Island,Sanctuary zone,Mackerel,9:00,27,NR,NR,30,N,-26.01498,32.98611,NR,45.0347,Analysis,44.039,0.6,60,NR,NR,Sand,50,0,Dasyatidae,Himantura,uarnak,Himantura uarnak,1,No,No Rvideos so no measurements (Vis good)
POPMR,19-02_Ponta,19-02_Ponta_030,1/24/2019,Inhaca Island,Sanctuary zone,Mackerel,9:00,27,NR,NR,30,N,-26.01498,32.98611,NR,60.083,Analysis,59.0873,0.6,60,NR,NR,Sand,50,0,Rhinidae,Rhynchobatus,djiddensis,Rhynchobatus djiddensis,1,No,No Rvideos so no measurements (Vis good)
POPMR,19-02_Ponta,19-02_Ponta_031,1/24/2019,Inhaca Island,Sanctuary zone,Mackerel,10:34,18,NR,NR,30,N,-25.98743,32.99309,NR,,,,,60,NR,849.947,Sand,59,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_032,1/24/2019,Inhaca Island,Sanctuary zone,Mackerel,10:42,13,NR,NR,30,N,-25.98389,32.99434,NR,,,,,60,NR,977.623,Sand,56,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_033,1/24/2019,Inhaca Island,Sanctuary zone,Mackerel,10:48,17.3,NR,NR,30,N,-25.98111,32.99669,NR,,,,,0.7,NR,1083.513,Sand,100,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_034,1/24/2019,Inhaca Island,Sanctuary zone,Mackerel,10:55,21,NR,NR,30,N,-25.97724,32.99989,NR,,,,,8,NR,693.227,Sand,100,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_035,1/24/2019,Inhaca Island,Sanctuary zone,Mackerel,11:02,16.9,NR,NR,30,N,-25.97211,33.00061,NR,,,,,60,NR,NR,Sand,19,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_036,1/26/2019,North Milibangalala,Restricted use zone,Mackerel,7:28,20.9,NR,NR,90,Y,-26.28601,32.94169,NR,35.0187,Analysis,33.8713,1.1,60,NR,5160.781,Sand,56,0,Rhinidae,Rhynchobatus,djiddensis,Rhynchobatus djiddensis,1,No,
POPMR,19-02_Ponta,19-02_Ponta_037,1/26/2019,North Milibangalala,Restricted use zone,Mackerel,7:35,18,NR,NR,90,Y,-26.28807,32.93999,NR,64.667,Extra time,3.8713,0.5,60,NR,NR,Sand,49,0,Carcharhinidae,Galeocerdo,cuvier,Galeocerdo cuvier,1,No,
POPMR,19-02_Ponta,19-02_Ponta_037,1/26/2019,North Milibangalala,Restricted use zone,Mackerel,7:35,18,NR,NR,90,Y,-26.28807,32.93999,NR,42.645,Analysis,41.8497,0.5,60,NR,NR,Sand,49,0,Dasyatidae,Himantura,uarnak,Himantura uarnak,1,No,
POPMR,19-02_Ponta,19-02_Ponta_038,1/26/2019,North Milibangalala,Restricted use zone,Mackerel,7:42,12.6,NR,NR,90,Y,-26.29065,32.93763,NR,,,,,60,NR,2208.269,Sand,70,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_039,1/26/2019,North Milibangalala,Restricted use zone,Mackerel,7:49,11,NR,NR,90,Y,-26.29363,32.93702,NR,,,,,60,NR,3991.853,Sand,51,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_040,1/26/2019,North Milibangalala,Restricted use zone,Mackerel,7:56,15.5,NR,NR,90,Y,-26.29662,32.93824,NR,,,,,60,NR,4424.545,Patch-reef high,26,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_041,1/26/2019,North Milibangalala,Restricted use zone,Mackerel,9:34,13.9,NR,NR,90,Y,-26.33007,32.93554,NR,,,,,60,NR,6820.16,Reef high,29,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_042,1/26/2019,North Milibangalala,Restricted use zone,Mackerel,9:39,14.5,NR,NR,90,Y,-26.33272,32.93587,NR,,,,,60,NR,6095.215,Patch-reef high,44,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_043,1/26/2019,North Milibangalala,Restricted use zone,Mackerel,9:46,17.3,NR,NR,90,Y,-26.33557,32.93731,NR,50.932,Analysis,50.0013,0.6,60,NR,8048.762,Sand,52,0,Carcharhinidae,Carcharhinus,amblyrhynchos,Carcharhinus amblyrhynchos,1,No,
POPMR,19-02_Ponta,19-02_Ponta_044,1/26/2019,North Milibangalala,Restricted use zone,Mackerel,9:52,7.7,NR,NR,90,Y,-26.3373,32.93728,NR,1.3567,Analysis,0.7817,0.3,60,NR,5421.847,Seagrass,56,0,Carcharhinidae,Carcharhinus,amblyrhynchos,Carcharhinus amblyrhynchos,1,No,
POPMR,19-02_Ponta,19-02_Ponta_045,1/26/2019,North Milibangalala,Restricted use zone,Mackerel,9:58,8.1,NR,NR,90,Y,-26.34139,32.93348,NR,,,,,60,NR,3301.301,Reef low,64,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_046,1/26/2019,North Milibangalala,Restricted use zone,Mackerel,11:41,25,NR,NR,90,Y,-26.35255,32.97163,NR,1.3627,Analysis,0.2753,1.1,60,NR,7809.612,Sand inundated reef,67,0,Carcharhinidae,Carcharhinus,amblyrhynchos,Carcharhinus amblyrhynchos,1,No,
POPMR,19-02_Ponta,19-02_Ponta_046,1/26/2019,North Milibangalala,Restricted use zone,Mackerel,11:41,25,NR,NR,90,Y,-26.35255,32.97163,NR,6.5503,Analysis,5.463,1.1,60,NR,7809.612,Sand inundated reef,67,0,Carcharhinidae,Triaenodon,obesus,Triaenodon obesus,1,No,
POPMR,19-02_Ponta,19-02_Ponta_046,1/26/2019,North Milibangalala,Restricted use zone,Mackerel,11:41,25,NR,NR,90,Y,-26.35255,32.97163,NR,20.4753,Analysis,19.388,1.1,60,NR,7809.612,Sand inundated reef,67,0,Dasyatidae,Pateobatis,jenkinsii,Pateobatis jenkinsii,1,No,
POPMR,19-02_Ponta,19-02_Ponta_047,1/26/2019,North Milibangalala,Restricted use zone,Mackerel,11:49,15.9,NR,NR,90,Y,-26.35815,32.97372,NR,,,,,60,NR,6351.564,Patch-reef high,47,0,,,, ,,,
POPMR,19-02_Ponta,19-02_Ponta_048,1/26/2019,North Milibangalala,Restricted use zone,Mackerel,11:54,24.1,NR,NR,90,Y,-26.3616,32.97271,NR,45.7667,Analysis,44.8607,0.5,60,NR,3813.929,Reef low,70,0,Carcharhinidae,Carcharhinus,amblyrhynchos,Carcharhinus amblyrhynchos,1,No,No elasmobranchs seen
POPMR,19-02_Ponta,19-02_Ponta_048,1/26/2019,North Milibangalala,Restricted use zone,Mackerel,11:54,24.1,NR,NR,90,Y,-26.3616,32.97271,NR,9.982,Analysis,9.076,0.5,60,NR,3813.929,Reef low,70,0,Carcharhinidae,Galeocerdo,cuvier,Galeocerdo cuvier,1,No,No elasmobranchs seen
POPMR,19-02_Ponta,19-02_Ponta_049,1/26/2019,North Milibangalala,Restricted use zone,Mackerel,12:05,27,NR,NR,90,Y,-26.36626,32.97017,NR,10.2347,Analysis,9.307,0.5,60,NR,4413.372,Reef low,60,0,Carcharhinidae,Carcharhinus,amblyrhynchos,Carcharhinus amblyrhynchos,1,No,No sharks seen
POPMR,19-02_Ponta,19-02_Ponta_049,1/26/2019,North Milibangalala,Restricted use zone,Mackerel,12:05,27,NR,NR,90,Y,-26.36626,32.97017,NR,30.8773,Analysis,29.9497,0.5,60,NR,4413.372,Reef low,60,0,Carcharhinidae,Carcharhinus,humani,Carcharhinus humani,2,No,No sharks seen
POPMR,19-02_Ponta,19-02_Ponta_049,1/26/2019,North Milibangalala,Restricted use zone,Mackerel,12:05,27,NR,NR,90,Y,-26.36626,32.97017,NR,42.71,Analysis,41.7823,0.5,60,NR,4413.372,Reef low,60,0,Dasyatidae,Taeniurops,meyeni,Taeniurops meyeni,1,No,No sharks seen
POPMR,19-02_Ponta,19-02_Ponta_050,1/26/2019,North Milibangalala,Restricted use zone,Mackerel,12:13,32.8,NR,NR,90,Y,-26.3672,32.96965,NR,1.328,Analysis,0.2823,1,41.0123,NR,6232.496,Sand inundated reef,44,0,Carcharhinidae,Triaenodon,obesus,Triaenodon obesus,1,No,Shark seen but did not analyse whole video as it fell over
POPMR,19-02_Ponta,19-02_Ponta_051,1/27/2019,Milibangalala,Restricted use zone,Mackerel,6:39,13.3,NR,NR,90,Y,-26.4681,32.92946,NR,,,,,60,NR,6266.718,Sand,50,0,,,, ,,,
