Area,Fieldtrip code,Sample code,Date,Location,Management,Bait type,Time in,Depth(m),Current,Wind dir.,Cloud (%),Rain (Y/N),Lat. (X),Long. (Y),Orientation,Time (mins),Period,Period time (mins),Time on seafloor,Video duration,Water temperature,Visibility,Bottom type,% water column,% obstruction,Family,Genus,Species,Genus species ,MaxN,Has fed,Comment
Pemba,18-11_Pemba,18-11_Pemba_001,11/24/2018,Mefunvo,Protected,Carapau,9:02,18,NR,NR,NR,NR,-12.56487502,40.61840203,NR,6.933,Analysis,0,6.6,60,27.22,7085.222,Seagrass,50,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_002,11/24/2018,Mefunvo,Protected,Carapau,9:13,20,NR,NR,NR,NR,-12.56202299,40.61928196,NR,5.7775,Analysis,0,5.6,59.8,26.77,8542.221,Sand inundated reef,42,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_003,11/24/2018,Mefunvo,Protected,Carapau,9:22,16,NR,NR,NR,NR,-12.55875103,40.61864804,NR,4.7878,Analysis,0,4.5,60,26.91,8602.335,Sand inundated reef,44,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_004,11/24/2018,Mefunvo,Protected,Carapau,9:30,16,NR,NR,NR,NR,-12.55511999,40.61844997,NR,3.9393,Analysis,0,3.6,60,NR,7000,Sand inundated reef,41,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_005,11/24/2018,Mefunvo,Protected,Carapau,10:53,21.5,NR,NR,NR,NR,-12.53580297,40.62132597,NR,3.8579,Analysis,0,3.5,60,26.98,9865.321,Seagrass,45,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_006,11/24/2018,Mefunvo,Protected,Carapau,11:02,14,NR,NR,NR,NR,-12.53180397,40.61966501,NR,7.209,Analysis,0,7.1,60,27.31,9854.566,Reef low,51,2,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_008,11/24/2018,Mefunvo,Protected,Carapau,11:15,22,NR,NR,NR,NR,-12.522677,40.620469,NR,3.8812,Analysis,0,3.9,60,27.48,10000,Reef low,42,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_009,11/24/2018,Mefunvo,Protected,Carapau,13:16,16,NR,NR,NR,NR,-12.50219498,40.64616499,NR,3.1578,Analysis,0,3.1,60,NR,8954.21,Reef low,48,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_010,11/24/2018,Mefunvo,Protected,Carapau,13:24,21,NR,NR,NR,NR,-12.49951604,40.64922597,NR,4.8033,Analysis,0,4.8,60,27.54,7400.212,Reef low,42,5,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_011,11/24/2018,Mefunvo,Protected,Carapau,13:30,23.8,NR,NR,NR,NR,-12.49637702,40.65080898,NR,3.8333,Analysis,0,3.5,17,27.87,8002.225,Reef low,46,2,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_013,11/25/2018,Ibo,Protected,Carapau,6:54,16,NR,NR,NR,NR,-12.40450096,40.64130901,NR,4.2003,Analysis,0,4.1,60,27,9784.232,Patch-reef high,34,10,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_014,11/25/2018,Ibo,Protected,Carapau,7:01,14,NR,NR,NR,NR,-12.40111501,40.64053101,NR,19.4323,Analysis,14.3587,5,60,NR,8050.221,Patch-reef high,30,10,Dasyatidae,Neotrygon,caeruleopunctata ,Neotrygon caeruleopunctata ,1,No,
Pemba,18-11_Pemba,18-11_Pemba_015,11/25/2018,Ibo,Protected,Carapau,7:07,21.5,NR,NR,NR,NR,-12.39769503,40.64239598,NR,4.0291,Analysis,0,4,60,27.48,7949.33,Reef low,50,2,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_016,11/25/2018,Ibo,Protected,Carapau,8:23,18,NR,NR,NR,NR,-12.39461099,40.64148998,NR,5.7575,Analysis,0,5.5,60,27.67,8745.212,Patch-reef low,42,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_017,11/25/2018,Ibo,Protected,Carapau,8:30,22.5,NR,NR,NR,NR,-12.39176801,40.641738,NR,3.9233,Analysis,0,3.6,60,27.57,11488.289,Sand inundated reef,48,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_018,11/25/2018,Ibo,Protected,Carapau,8:36,14,NR,NR,NR,NR,-12.38825097,40.63979197,NR,3.657,Analysis,0,3.4,60,27.08,7458.233,Sand inundated reef,41,6,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_019,11/25/2018,Ibo,Protected,Carapau,10:11,20,NR,NR,NR,NR,-12.34671503,40.63689996,NR,3.3533,Analysis,0,3.2,60,26.82,10101.235,Reef low,42,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_020,11/25/2018,Ibo,Protected,Carapau,10:23,18.5,NR,NR,NR,NR,-12.34440599,40.63603696,NR,2.9177,Analysis,0,2.6,60,27.17,NR,Reef high,39,2,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_021,11/25/2018,Ibo,Protected,Carapau,10:30,15.5,NR,NR,NR,NR,-12.34073999,40.63366396,NR,5.2727,Analysis,0,5.2,60,26.98,7004.156,Patch-reef high,43,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_022,11/25/2018,Ibo,Protected,Carapau,12:03,12,NR,NR,NR,NR,-12.337621,40.63073399,NR,3.0603,Analysis,0,3,57,27.26,6986.323,Reef low,46,5,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_023,11/25/2018,Ibo,Protected,Carapau,12:10,19,NR,NR,NR,NR,-12.33398804,40.62978297,NR,55.133,Analysis,50.3213,4.5,60,26.83,6845.253,Reef high,52,10,Dasyatidae,Neotrygon,caeruleopunctata ,Neotrygon caeruleopunctata ,1,No,
Pemba,18-11_Pemba,18-11_Pemba_024,11/25/2018,Ibo,Protected,Carapau,12:19,17.3,NR,NR,NR,NR,-12.33033202,40.62629703,NR,3.7817,Analysis,0,3.5,60,27.83,7005.98,Patch-reef high,48,10,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_025,11/25/2018,Ibo,Protected,Carapau,14:07,24,NR,NR,NR,NR,-12.32488998,40.62323,NR,4.128,Analysis,0,4.1,60,27.76,9465.366,Reef low,42,1,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_026,11/25/2018,Ibo,Protected,Carapau,14:14,25,NR,NR,NR,NR,-12.32084404,40.62076396,NR,4.7243,Analysis,0,4.4,60,27.89,8747.251,Sand inundated reef,34,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_027,11/25/2018,Ibo,Protected,Carapau,14:21,19.1,NR,NR,NR,NR,-12.31815596,40.61565704,NR,53.2137,Analysis,48.3113,4.5,60,26.49,NR,Sand inundated reef,41,0,Dasyatidae,Pastinachus,ater,Pastinachus ater,1,No,
Pemba,18-11_Pemba,18-11_Pemba_028,11/26/2018,Matemo,Protected,Carapau,6:56,14,NR,NR,NR,NR,-12.24532904,40.63689996,NR,5.835,Analysis,0,5.5,60,26.5,9665.362,Reef high,90,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_029,11/26/2018,Matemo,Protected,Carapau,7:02,15.5,NR,NR,NR,NR,-12.241483,40.63851197,NR,4.0647,Analysis,0,5,60,26.71,12445.212,Reef high,36,30,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_030,11/26/2018,Matemo,Protected,Carapau,7:10,15,NR,NR,NR,NR,-12.23846602,40.63789104,NR,24.154,Analysis,20.4987,3.4,60,27.76,9570.256,Reef high,42,15,Dasyatidae,Taeniura,lymma,Taeniura lymma,1,No,
Pemba,18-11_Pemba,18-11_Pemba_031,11/26/2018,Matemo,Protected,Carapau,8:21,14,NR,NR,NR,NR,-12.23484102,40.63659897,NR,3.426,Analysis,0,3.3,60,27.9,10258.341,Reef high,42,20,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_032,11/26/2018,Matemo,Protected,Carapau,8:26,15.5,NR,NR,NR,NR,-12.23130302,40.63687499,NR,28.753,Analysis,25.2803,3.3,60,28.2,13255.621,Reef low,38,5,Dasyatidae,Taeniura,lymma,Taeniura lymma,1,No,
Pemba,18-11_Pemba,18-11_Pemba_033,11/26/2018,Matemo,Protected,Carapau,8:33,14,NR,NR,NR,NR,-12.22805704,40.63588802,NR,5.3413,Analysis,0,5.2,60,28.06,6884.236,Reef high,35,2,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_035,11/26/2018,Matemo,Protected,Carapau,11:16,9,NR,NR,NR,NR,-12.15138601,40.58102603,NR,2.8933,Analysis,0,5.3,60,28.05,10287.214,Reef high,60,5,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_036,11/26/2018,Matemo,Protected,Carapau,11:21,7.5,NR,NR,NR,NR,-12.14758499,40.58011802,NR,2.8103,Analysis,0,2.5,60,27.97,8523.221,Reef high,20,10,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_037,11/26/2018,Matemo,Protected,Carapau,11:33,10,NR,NR,NR,NR,-12.13888801,40.58219296,NR,10.8713,Analysis,0,10.5,60,NR,8556.322,Reef high,34,10,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_038,11/26/2018,Matemo,Protected,Carapau,12:52,14.5,NR,NR,NR,NR,-12.12742299,40.582746,NR,3.0557,Analysis,0,3,60,27.99,7489.236,Reef high,NR,10,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_039,11/26/2018,Matemo,Protected,Carapau,12:57,14.5,NR,NR,NR,NR,-12.12393201,40.58453402,NR,3.1447,Analysis,0,3.1,60,28.43,8851.214,Reef low,0,1,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_040,11/26/2018,Matemo,Protected,Carapau,13:03,15,NR,NR,NR,NR,-12.12040801,40.58588301,NR,3.474,Analysis,0,3.3,60,27.35,7885.11,Patch-reef low,39,1,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_041,11/26/2018,Matemo,Protected,Carapau,14:41,19.6,NR,NR,NR,NR,-12.11372696,40.60990999,NR,6.432,Analysis,0,6.3,60,27.97,11404.265,Reef high,36,15,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_042,11/26/2018,Matemo,Protected,Carapau,14:50,16,NR,NR,NR,NR,-12.11096898,40.61191301,NR,6.306,,,6.2,60,28.08,9541.22,Reef high,38,40,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_043,11/26/2018,Matemo,Protected,Carapau,14:57,15.5,NR,NR,NR,NR,-12.10760398,40.61381201,NR,4.5513,Analysis,0,4.3,60,27.19,9652.222,Reef high,28,60,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_044,11/27/2018,Situ,Protected,Carapau,8:31,7,NR,NR,NR,NR,-12.57105198,40.610387,NR,11.3153,Analysis,0,11.2,60,27.19,6895.245,Seagrass,42,5,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_045,11/27/2018,Situ,Protected,Carapau,8:37,7,NR,NR,NR,NR,-12.57315902,40.60731,NR,4.2967,Analysis,0,4.2,60,27.32,8774.114,Seagrass,36,5,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_046,11/27/2018,Situ,Protected,Carapau,8:43,7,NR,NR,NR,NR,-12.57581399,40.604979,NR,6.9483,Analysis,0,4,60,27.07,10778.445,Reef low,48,5,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_047,11/30/2018,Pemba South,Exploited,Carapau,6:12,19,NR,NR,NR,NR,-12.97432797,40.60005203,NR,4.7617,Analysis,0,4.5,60,28.35,10878.252,Seagrass,34,5,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_048,11/30/2018,Pemba South,Exploited,Carapau,6:22,19,NR,NR,NR,NR,-12.97672503,40.599586,NR,3.2737,Analysis,0,3.2,60,27.74,7996.556,Sand inundated reef,35,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_049,11/30/2018,Pemba South,Exploited,Carapau,6:28,19,NR,NR,NR,NR,-12.97862202,40.59927704,NR,3.9823,Analysis,0,3.6,60,28.386,8770.203,Sand inundated reef,34,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_050,11/30/2018,Pemba South,Exploited,Carapau,7:42,10,NR,NR,NR,NR,-12.98270199,40.59752103,NR,3.8703,Analysis,0,3.5,60,26.79,12001.214,Patch-reef high,6,10,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_051,11/30/2018,Pemba South,Exploited,Carapau,7:48,14,NR,NR,NR,NR,-12.98708296,40.59783401,NR,3.2123,Analysis,0,3.1,60,26.84,7741.256,Reef low,36,15,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_052,11/30/2018,Pemba South,Exploited,Carapau,7:54,11,NR,NR,NR,NR,-12.99102296,40.59707,NR,3.254,Analysis,0,3.2,60,26.85,8543.306,Patch-reef low,16,5,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_053,11/30/2018,Pemba South,Exploited,Carapau,9:52,18.5,NR,NR,NR,NR,-13.045966,40.58926703,NR,3.1537,Analysis,0,3.1,60,27.06,6855.254,Reef low,40,3,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_054,11/30/2018,Pemba South,Exploited,Carapau,9:59,12,NR,NR,NR,NR,-13.05029299,40.58541496,NR,5.6217,Analysis,0,5.4,60,27.19,8415.236,Reef high,14,35,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_055,11/30/2018,Pemba South,Exploited,Carapau,10:06,16,NR,NR,NR,NR,-13.05510202,40.58508698,NR,5.4287,Analysis,0,5.3,60,27.32,8003.609,Sand inundated reef,33,2,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_056,11/30/2018,Pemba South,Exploited,Carapau,11:33,14,NR,NR,NR,NR,-13.06287901,40.58289201,NR,4.2317,Analysis,0,4.1,60,27.33,8547.244,Sand inundated reef,41,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_057,11/30/2018,Pemba South,Exploited,Carapau,11:42,12.5,NR,NR,NR,NR,-13.06756801,40.58081699,NR,7.1437,Analysis,0,7.1,60,27.48,7701.232,Patch-reef high,42,5,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_058,11/30/2018,Pemba South,Exploited,Carapau,11:51,15,NR,NR,NR,NR,-13.07301499,40.58074398,NR,6.0637,Analysis,0,6,60,27.43,9778.543,Patch-reef low,17,5,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_059,11/30/2018,Pemba South,Exploited,Carapau,13:14,15,NR,NR,NR,NR,-13.09898104,40.58082503,NR,2.949,Analysis,0,2.6,60,27.58,9787.388,Reef low,47,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_060,11/30/2018,Pemba South,Exploited,Carapau,13:21,14.5,NR,NR,NR,NR,-13.10522497,40.58102402,NR,5.5933,Analysis,0,3.4,60,27.6,9980.325,Reef high,42,5,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_061,11/30/2018,Pemba South,Exploited,Carapau,13:28,15,NR,NR,NR,NR,-13.10907503,40.58199598,NR,13.3773,Analysis,8.3423,5,60,27.32,10050.2,Reef low,55,5,Dasyatidae,Neotrygon,caeruleopunctata ,Neotrygon caeruleopunctata ,1,No,
Pemba,18-11_Pemba,18-11_Pemba_062,11/30/2018,Pemba South,Exploited,Carapau,14:54,15.5,NR,NR,NR,NR,-13.11661002,40.58038004,NR,26.5833,Analysis,18.3937,8.1,60,27.37,7414.214,Reef low,44,0,Dasyatidae,Taeniura,lymma,Taeniura lymma,1,No,
Pemba,18-11_Pemba,18-11_Pemba_063,11/30/2018,Pemba South,Exploited,Carapau,15:01,16,NR,NR,NR,NR,-13.12098504,40.57828196,NR,3.9983,Analysis,0,4,60,27.31,7466.323,Seagrass,30,40,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_064,11/30/2018,Pemba South,Exploited,Carapau,15:09,16,NR,NR,NR,NR,-13.12564303,40.57718804,NR,3.3297,Analysis,0,3.2,60,27.3,7005.206,Seagrass,45,5,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_065,12/1/2018,Pemba South,Exploited,Carapau,6:30,16,NR,NR,NR,NR,-13.38691701,40.594683,NR,7.8403,Analysis,0,7.5,60,27.18,12474.579,Reef high,72,5,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_066,12/1/2018,Pemba South,Exploited,Carapau,6:40,20,NR,NR,NR,NR,-13.38192299,40.59616199,NR,4.5783,Analysis,0,4.3,60,27.28,6414.155,Sand,38,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_067,12/1/2018,Pemba South,Exploited,Carapau,6:51,14.5,NR,NR,NR,NR,-13.37809204,40.59473799,NR,7.4637,Analysis,0,7.3,60,27.28,7008.255,Reef high,85,2,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_068,12/1/2018,Pemba South,Exploited,Carapau,8:06,20,NR,NR,NR,NR,-13.37223996,40.596294,NR,2.5027,Analysis,0.0073,2.3,46,27.07,6747.221,Sand,46,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_069,12/1/2018,Pemba South,Exploited,Carapau,8:12,14,NR,NR,NR,NR,-13.368507,40.595388,NR,3.854,Analysis,0,3.5,60,27.11,12405.669,Patch-reef high,55,15,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_070,12/1/2018,Pemba South,Exploited,Carapau,8:18,19,NR,NR,NR,NR,-13.36449802,40.596207,NR,3.7123,Analysis,0,3.4,60,27.49,11056.099,Reef low,47,3,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_071,12/1/2018,Pemba South,Exploited,Carapau,9:59,13,NR,NR,NR,NR,-13.33973,40.588701,NR,4.98,Analysis,0,4.6,60,27.48,7898.546,Patch-reef low,43,2,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_072,12/1/2018,Pemba South,Exploited,Carapau,10:05,10,NR,NR,NR,NR,-13.33534098,40.58719796,NR,4.344,Analysis,0,4.2,60,27.6,7005.23,Sand,40,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_073,12/1/2018,Pemba South,Exploited,Carapau,10:11,12,NR,NR,NR,NR,-13.32962796,40.58589499,NR,4.214,Analysis,0,4.1,60,27.74,8007.402,Sand,46,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_074,12/1/2018,Pemba South,Exploited,Carapau,11:29,15.5,NR,NR,NR,NR,-13.32391603,40.58560397,NR,2.9807,Analysis,0,2.6,60,27.41,6787.252,Seagrass,49,2,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_075,12/1/2018,Pemba South,Exploited,Carapau,11:35,13.5,NR,NR,NR,NR,-13.31795599,40.58095302,NR,3.7347,Analysis,0,3.4,60,27.44,7041.144,Reef low,38,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_076,12/1/2018,Pemba South,Exploited,Carapau,11:42,14,NR,NR,NR,NR,-13.31278302,40.57840903,NR,5.1553,Analysis,0,5.1,60,27.45,7063.231,Sand inundated reef,48,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_077,12/1/2018,Pemba South,Exploited,Carapau,13:12,20,NR,NR,NR,NR,-13.28435596,40.57817199,NR,6.041,Analysis,0,6,60,27.84,7454.253,Sand,48,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_078,12/1/2018,Pemba South,Exploited,Carapau,13:18,22.5,NR,NR,NR,NR,-13.27947401,40.57635002,NR,3.615,Analysis,0,3.3,60,27.46,11001.222,Sand inundated reef,42,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_079,12/1/2018,Pemba South,Exploited,Carapau,13:24,18.5,NR,NR,NR,NR,-13.27482599,40.573211,NR,3.4163,Analysis,0,3.2,60,27.51,8906.3,Sand inundated reef,43,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_080,12/2/2018,Pemba South,Exploited,Carapau,10:25,20,NR,NR,NR,NR,-13.13509497,40.575901,NR,5.8013,Analysis,0,5.5,60,27.43,6474.562,Sand inundated reef,46,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_081,12/2/2018,Pemba South,Exploited,Carapau,10:31,19.5,NR,NR,NR,NR,-13.13762697,40.57476802,NR,3.0947,Analysis,0,3.1,60,27.66,4002.001,Sand inundated reef,44,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_082,12/2/2018,Pemba South,Exploited,Carapau,10:37,18,NR,NR,NR,NR,-13.14006602,40.57307697,NR,3.0427,Analysis,0,3,60,27.78,7002.306,Seagrass,43,5,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_083,12/2/2018,Pemba South,Exploited,Carapau,11:50,17,NR,NR,NR,NR,-13.14194097,40.572105,NR,3.0393,Analysis,0,3,57,27.65,6542.323,Patch-reef low,37,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_084,12/2/2018,Pemba South,Exploited,Carapau,11:54,17,NR,NR,NR,NR,-13.14399001,40.572119,NR,3.445,Analysis,0,3.2,60,27.71,5580.688,Reef low,40,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_085,12/2/2018,Pemba South,Exploited,Carapau,11:59,16,NR,NR,NR,NR,-13.14618599,40.57250197,NR,3.5913,Analysis,0,3.3,60,27.76,7063.255,Reef high,47,10,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_086,12/2/2018,Pemba South,Exploited,Carapau,13:10,18,NR,NR,NR,NR,-13.14963103,40.57205203,NR,2.7117,Analysis,0,2.4,60,27.77,5023.232,Sand inundated reef,54,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_087,12/2/2018,Pemba South,Exploited,Carapau,13:16,18,NR,NR,NR,NR,-13.15324003,40.57123404,NR,4.6267,Analysis,0,4.45,60,27.92,6985.222,Patch-reef low,42,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_088,12/2/2018,Pemba South,Exploited,Carapau,13:22,14,NR,NR,NR,NR,-13.15671399,40.57114896,NR,4.1457,Analysis,0,4.1,60,27.92,6035.24,Sand inundated reef,48,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_089,12/3/2018,Pemba North,Exploited,Carapau,6:58,17,NR,NR,NR,NR,-12.81108102,40.59247001,NR,4.0397,Analysis,0,4,60,27.81,12369.356,Reef high,40,15,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_090,12/3/2018,Pemba North,Exploited,Carapau,7:05,18.5,NR,NR,NR,NR,-12.81335101,40.58867301,NR,2.752,Analysis,0,2.5,60,27.94,10066.67,Sand,41,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_091,12/3/2018,Pemba North,Exploited,Carapau,7:17,23.5,NR,NR,NR,NR,-12.81604,40.58537004,NR,2.0217,Analysis,0,2,60,27.97,10582.2,Reef low,41,2,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_092,12/3/2018,Pemba North,Exploited,Carapau,8:38,11.6,NR,NR,NR,NR,-12.82395797,40.56743704,NR,1.8427,Analysis,0,1.5,60,27.69,9003.605,Reef low,22,5,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_093,12/3/2018,Pemba North,Exploited,Carapau,8:44,15.3,NR,NR,NR,NR,-12.82827398,40.56568203,NR,4.6,Analysis,0,3.4,60,27.69,7058.886,Reef low,46,5,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_094,12/3/2018,Pemba North,Exploited,Carapau,8:48,15.5,NR,NR,NR,NR,-12.83164401,40.56236104,NR,3.679,Analysis,0,3.4,60,27.62,9895.253,Reef low,38,10,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_095,12/3/2018,Pemba North,Exploited,Carapau,10:06,14.5,NR,NR,NR,NR,-12.83421398,40.55897702,NR,2.4057,Analysis,0,2.2,60,28.06,8414.213,Patch-reef low,39,10,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_096,12/3/2018,Pemba North,Exploited,Carapau,10:12,13.5,NR,NR,NR,NR,-12.83755803,40.55578401,NR,28.944,Analysis,25.0133,3.6,60,27.96,NR,Reef low,40,5,Dasyatidae,Taeniura,lymma,Taeniura lymma,1,No,
Pemba,18-11_Pemba,18-11_Pemba_097,12/3/2018,Pemba North,Exploited,Carapau,10:17,14.7,NR,NR,NR,NR,-12.84119301,40.55300801,NR,3.3193,Analysis,0,3.2,60,27.72,7052.023,Sand,39,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_098,12/3/2018,Pemba North,Exploited,Carapau,11:37,18.7,NR,NR,NR,NR,-12.85790702,40.54846896,NR,2.187,Analysis,0,2.1,60,27.7,6052.322,Patch-reef low,44,5,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_099,12/3/2018,Pemba North,Exploited,Carapau,11:42,17.2,NR,NR,NR,NR,-12.86267499,40.54667599,NR,3.8023,Analysis,0,3.5,60,27.84,8999.771,Patch-reef low,35,10,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_100,12/3/2018,Pemba North,Exploited,Carapau,11:47,18,NR,NR,NR,NR,-12.86755099,40.54416602,NR,23.9467,Analysis,20.264,3.4,60,28.09,9874.451,Reef low,46,2,Dasyatidae,Neotrygon,caeruleopunctata ,Neotrygon caeruleopunctata ,1,No,
Pemba,18-11_Pemba,18-11_Pemba_101,12/3/2018,Pemba North,Exploited,Carapau,13:05,20.5,NR,NR,NR,NR,-12.87272103,40.54107101,NR,1.8343,Analysis,0,1.5,60,27.62,10410.11,Patch-reef low,43,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_102,12/3/2018,Pemba North,Exploited,Carapau,13:10,20,NR,NR,NR,NR,-12.87657201,40.536928,NR,4.316,Analysis,0,4.2,60,28.01,7655.362,Reef low,38,0,,,, ,,,
Pemba,18-11_Pemba,18-11_Pemba_103,12/3/2018,Pemba North,Exploited,Carapau,13:16,17.1,NR,NR,NR,NR,-12.881215,40.53439398,NR,22.4367,Analysis,17.856,4.3,60,27.42,7145.112,Patch-reef low,44,0,Dasyatidae,Taeniura,lymma,Taeniura lymma,1,No,
